"JD","YY","MM","DD","moc","Quarter","qyyyy"
6802.5,2022,11,15,19.954146,4,"2022-4"
6803,2022,11,16,20.206259,4,"2022-4"
6803.5,2022,11,16,20.392562,4,"2022-4"
6804,2022,11,17,20.521012,4,"2022-4"
6804.5,2022,11,17,20.600976,4,"2022-4"
6805,2022,11,18,20.641343,4,"2022-4"
6805.5,2022,11,18,20.648941,4,"2022-4"
6806,2022,11,19,20.627481,4,"2022-4"
6806.5,2022,11,19,20.577135,4,"2022-4"
6807,2022,11,20,20.494804,4,"2022-4"
6807.5,2022,11,20,20.375005,4,"2022-4"
6808,2022,11,21,20.211263,4,"2022-4"
6808.5,2022,11,21,19.997774,4,"2022-4"
6809,2022,11,22,19.731128,4,"2022-4"
6809.5,2022,11,22,19.411824,4,"2022-4"
6810,2022,11,23,19.045363,4,"2022-4"
6810.5,2022,11,23,18.642755,4,"2022-4"
6811,2022,11,24,18.220322,4,"2022-4"
6811.5,2022,11,24,17.798811,4,"2022-4"
6812,2022,11,25,17.401856,4,"2022-4"
6812.5,2022,11,25,17.053945,4,"2022-4"
6813,2022,11,26,16.778086,4,"2022-4"
6813.5,2022,11,26,16.593386,4,"2022-4"
6814,2022,11,27,16.512806,4,"2022-4"
6814.5,2022,11,27,16.541291,4,"2022-4"
6815,2022,11,28,16.674482,4,"2022-4"
6815.5,2022,11,28,16.898154,4,"2022-4"
6816,2022,11,29,17.188464,4,"2022-4"
6816.5,2022,11,29,17.513026,4,"2022-4"
6817,2022,11,30,17.832769,4,"2022-4"
6817.5,2022,11,30,18.104469,4,"2022-4"
6818,2022,12,1,18.283771,5,"2022-5"
6818.5,2022,12,1,18.32849,5,"2022-5"
6819,2022,12,2,18.201925,5,"2022-5"
6819.5,2022,12,2,17.87591,5,"2022-5"
6820,2022,12,3,17.333344,5,"2022-5"
6820.5,2022,12,3,16.569957,5,"2022-5"
6821,2022,12,4,15.595129,5,"2022-5"
6821.5,2022,12,4,14.431679,5,"2022-5"
6822,2022,12,5,13.114602,5,"2022-5"
6822.5,2022,12,5,11.688845,5,"2022-5"
6823,2022,12,6,10.206308,5,"2022-5"
6823.5,2022,12,6,8.7223152,5,"2022-5"
6824,2022,12,7,7.2918586,5,"2022-5"
6824.5,2022,12,7,5.9659355,5,"2022-5"
6825,2022,12,8,4.7882802,5,"2022-5"
6825.5,2022,12,8,3.7927559,5,"2022-5"
6826,2022,12,9,3.0016023,5,"2022-5"
6826.5,2022,12,9,2.4246567,5,"2022-5"
6827,2022,12,10,2.0595747,5,"2022-5"
6827.5,2022,12,10,1.8929919,5,"2022-5"
6828,2022,12,11,1.9024919,5,"2022-5"
6828.5,2022,12,11,2.0591799,5,"2022-5"
6829,2022,12,12,2.3306186,5,"2022-5"
6829.5,2022,12,12,2.6838587,5,"2022-5"
6830,2022,12,13,3.0882921,5,"2022-5"
6830.5,2022,12,13,3.5180779,5,"2022-5"
6831,2022,12,14,3.9539334,5,"2022-5"
6831.5,2022,12,14,4.3841443,5,"2022-5"
6832,2022,12,15,4.8047299,5,"2022-5"
6832.5,2022,12,15,5.2187804,5,"2022-5"
6833,2022,12,16,5.6350745,5,"2022-5"
6833.5,2022,12,16,6.0661564,5,"2022-5"
6834,2022,12,17,6.5261062,5,"2022-5"
6834.5,2022,12,17,7.0282677,5,"2022-5"
6835,2022,12,18,7.5831905,5,"2022-5"
6835.5,2022,12,18,8.1970111,5,"2022-5"
6836,2022,12,19,8.8704371,5,"2022-5"
6836.5,2022,12,19,9.5984194,5,"2022-5"
6837,2022,12,20,10.37051,5,"2022-5"
6837.5,2022,12,20,11.171826,5,"2022-5"
6838,2022,12,21,11.984454,5,"2022-5"
6838.5,2022,12,21,12.789117,5,"2022-5"
6839,2022,12,22,13.56686,5,"2022-5"
6839.5,2022,12,22,14.300568,5,"2022-5"
6840,2022,12,23,14.97614,5,"2022-5"
6840.5,2022,12,23,15.583214,5,"2022-5"
6841,2022,12,24,16.115403,5,"2022-5"
6841.5,2022,12,24,16.570094,5,"2022-5"
6842,2022,12,25,16.947899,5,"2022-5"
6842.5,2022,12,25,17.251886,5,"2022-5"
6843,2022,12,26,17.486773,5,"2022-5"
6843.5,2022,12,26,17.658178,5,"2022-5"
6844,2022,12,27,17.772049,5,"2022-5"
6844.5,2022,12,27,17.834304,5,"2022-5"
6845,2022,12,28,17.850664,5,"2022-5"
6845.5,2022,12,28,17.826638,5,"2022-5"
6846,2022,12,29,17.767582,5,"2022-5"
6846.5,2022,12,29,17.678765,5,"2022-5"
6847,2022,12,30,17.565375,5,"2022-5"
6847.5,2022,12,30,17.432475,5,"2022-5"
6848,2022,12,31,17.284867,5,"2022-5"
6848.5,2022,12,31,17.126943,5,"2022-5"
6849,2023,1,1,16.962516,2,"2023-2"
6849.5,2023,1,1,16.794704,2,"2023-2"
6850,2023,1,2,16.625881,2,"2023-2"
6850.5,2023,1,2,16.457716,2,"2023-2"
6851,2023,1,3,16.291295,2,"2023-2"
6851.5,2023,1,3,16.127313,2,"2023-2"
6852,2023,1,4,15.966306,2,"2023-2"
6852.5,2023,1,4,15.808881,2,"2023-2"
6853,2023,1,5,15.655903,2,"2023-2"
6853.5,2023,1,5,15.508601,2,"2023-2"
6854,2023,1,6,15.368569,2,"2023-2"
6854.5,2023,1,6,15.237638,2,"2023-2"
6855,2023,1,7,15.117645,2,"2023-2"
6855.5,2023,1,7,15.010119,2,"2023-2"
6856,2023,1,8,14.915941,2,"2023-2"
6856.5,2023,1,8,14.835024,2,"2023-2"
6857,2023,1,9,14.766093,2,"2023-2"
6857.5,2023,1,9,14.706595,2,"2023-2"
6858,2023,1,10,14.652791,2,"2023-2"
6858.5,2023,1,10,14.600029,2,"2023-2"
6859,2023,1,11,14.543187,2,"2023-2"
6859.5,2023,1,11,14.477248,2,"2023-2"
6860,2023,1,12,14.397935,2,"2023-2"
6860.5,2023,1,12,14.302339,2,"2023-2"
6861,2023,1,13,14.18944,2,"2023-2"
6861.5,2023,1,13,14.060467,2,"2023-2"
6862,2023,1,14,13.919025,2,"2023-2"
6862.5,2023,1,14,13.770966,2,"2023-2"
6863,2023,1,15,13.624016,2,"2023-2"
6863.5,2023,1,15,13.487197,2,"2023-2"
6864,2023,1,16,13.370111,2,"2023-2"
6864.5,2023,1,16,13.282178,2,"2023-2"
6865,2023,1,17,13.231908,2,"2023-2"
6865.5,2023,1,17,13.226294,2,"2023-2"
6866,2023,1,18,13.270392,2,"2023-2"
6866.5,2023,1,18,13.367113,2,"2023-2"
6867,2023,1,19,13.517247,2,"2023-2"
6867.5,2023,1,19,13.719687,2,"2023-2"
6868,2023,1,20,13.97181,2,"2023-2"
6868.5,2023,1,20,14.269935,2,"2023-2"
6869,2023,1,21,14.609767,2,"2023-2"
6869.5,2023,1,21,14.986773,2,"2023-2"
6870,2023,1,22,15.396384,2,"2023-2"
6870.5,2023,1,22,15.83402,2,"2023-2"
6871,2023,1,23,16.294921,2,"2023-2"
6871.5,2023,1,23,16.773818,2,"2023-2"
6872,2023,1,24,17.264531,2,"2023-2"
6872.5,2023,1,24,17.759588,2,"2023-2"
6873,2023,1,25,18.249963,2,"2023-2"
6873.5,2023,1,25,18.725051,2,"2023-2"
6874,2023,1,26,19.172928,2,"2023-2"
6874.5,2023,1,26,19.580933,2,"2023-2"
6875,2023,1,27,19.936546,2,"2023-2"
6875.5,2023,1,27,20.228484,2,"2023-2"
6876,2023,1,28,20.44789,2,"2023-2"
6876.5,2023,1,28,20.589487,2,"2023-2"
6877,2023,1,29,20.652535,2,"2023-2"
6877.5,2023,1,29,20.641439,2,"2023-2"
6878,2023,1,30,20.565914,2,"2023-2"
6878.5,2023,1,30,20.440599,2,"2023-2"
6879,2023,1,31,20.284136,2,"2023-2"
6879.5,2023,1,31,20.117734,2,"2023-2"
6880,2023,2,1,19.963338,2,"2023-2"
6880.5,2023,2,1,19.841572,2,"2023-2"
