"JD","YY","MM","DD","moc","Quarter","qyyyy"
6245,2021,5,7,15.699534,3,"2021-3"
6245.5,2021,5,7,15.506084,3,"2021-3"
6246,2021,5,8,15.399901,3,"2021-3"
6246.5,2021,5,8,15.373806,3,"2021-3"
6247,2021,5,9,15.411312,3,"2021-3"
6247.5,2021,5,9,15.488444,3,"2021-3"
6248,2021,5,10,15.57646,3,"2021-3"
6248.5,2021,5,10,15.645144,3,"2021-3"
6249,2021,5,11,15.666323,3,"2021-3"
6249.5,2021,5,11,15.617165,3,"2021-3"
6250,2021,5,12,15.482895,3,"2021-3"
6250.5,2021,5,12,15.258583,3,"2021-3"
6251,2021,5,13,14.949826,3,"2021-3"
6251.5,2021,5,13,14.572243,3,"2021-3"
6252,2021,5,14,14.149876,3,"2021-3"
6252.5,2021,5,14,13.712697,3,"2021-3"
6253,2021,5,15,13.293534,3,"2021-3"
6253.5,2021,5,15,12.924775,3,"2021-3"
6254,2021,5,16,12.635228,3,"2021-3"
6254.5,2021,5,16,12.447459,3,"2021-3"
6255,2021,5,17,12.375869,3,"2021-3"
6255.5,2021,5,17,12.42567,3,"2021-3"
6256,2021,5,18,12.592793,3,"2021-3"
6256.5,2021,5,18,12.864683,3,"2021-3"
6257,2021,5,19,13.221826,3,"2021-3"
6257.5,2021,5,19,13.639792,3,"2021-3"
6258,2021,5,20,14.091572,3,"2021-3"
6258.5,2021,5,20,14.549944,3,"2021-3"
6259,2021,5,21,14.98968,3,"2021-3"
6259.5,2021,5,21,15.389385,3,"2021-3"
6260,2021,5,22,15.73288,3,"2021-3"
6260.5,2021,5,22,16.010036,3,"2021-3"
6261,2021,5,23,16.217053,3,"2021-3"
6261.5,2021,5,23,16.356222,3,"2021-3"
6262,2021,5,24,16.435226,3,"2021-3"
6262.5,2021,5,24,16.466088,3,"2021-3"
6263,2021,5,25,16.463883,3,"2021-3"
6263.5,2021,5,25,16.44533,3,"2021-3"
6264,2021,5,26,16.427401,3,"2021-3"
6264.5,2021,5,26,16.426044,3,"2021-3"
6265,2021,5,27,16.455122,3,"2021-3"
6265.5,2021,5,27,16.525608,3,"2021-3"
6266,2021,5,28,16.64509,3,"2021-3"
6266.5,2021,5,28,16.817564,3,"2021-3"
6267,2021,5,29,17.043498,3,"2021-3"
6267.5,2021,5,29,17.320116,3,"2021-3"
6268,2021,5,30,17.641858,3,"2021-3"
6268.5,2021,5,30,18.000946,3,"2021-3"
6269,2021,5,31,18.388017,3,"2021-3"
6269.5,2021,5,31,18.792777,3,"2021-3"
6270,2021,6,1,19.204648,3,"2021-3"
6270.5,2021,6,1,19.613379,3,"2021-3"
6271,2021,6,2,20.009611,3,"2021-3"
6271.5,2021,6,2,20.385368,3,"2021-3"
6272,2021,6,3,20.734459,3,"2021-3"
6272.5,2021,6,3,21.052759,3,"2021-3"
6273,2021,6,4,21.338343,3,"2021-3"
6273.5,2021,6,4,21.591454,3,"2021-3"
6274,2021,6,5,21.814296,3,"2021-3"
6274.5,2021,6,5,22.010664,3,"2021-3"
6275,2021,6,6,22.185437,3,"2021-3"
6275.5,2021,6,6,22.343989,3,"2021-3"
6276,2021,6,7,22.491571,3,"2021-3"
6276.5,2021,6,7,22.632735,3,"2021-3"
6277,2021,6,8,22.770847,3,"2021-3"
6277.5,2021,6,8,22.907754,3,"2021-3"
6278,2021,6,9,23.043612,3,"2021-3"
6278.5,2021,6,9,23.176902,3,"2021-3"
6279,2021,6,10,23.304619,3,"2021-3"
6279.5,2021,6,10,23.422606,3,"2021-3"
6280,2021,6,11,23.526002,3,"2021-3"
6280.5,2021,6,11,23.60975,3,"2021-3"
6281,2021,6,12,23.66912,3,"2021-3"
6281.5,2021,6,12,23.700197,3,"2021-3"
6282,2021,6,13,23.700307,3,"2021-3"
6282.5,2021,6,13,23.668317,3,"2021-3"
6283,2021,6,14,23.604811,3,"2021-3"
6283.5,2021,6,14,23.512114,3,"2021-3"
6284,2021,6,15,23.394156,3,"2021-3"
6284.5,2021,6,15,23.256184,3,"2021-3"
6285,2021,6,16,23.104336,3,"2021-3"
6285.5,2021,6,16,22.945108,3,"2021-3"
6286,2021,6,17,22.784761,3,"2021-3"
6286.5,2021,6,17,22.628708,3,"2021-3"
6287,2021,6,18,22.480966,3,"2021-3"
6287.5,2021,6,18,22.343721,3,"2021-3"
6288,2021,6,19,22.217076,3,"2021-3"
6288.5,2021,6,19,22.099016,3,"2021-3"
6289,2021,6,20,21.98561,3,"2021-3"
6289.5,2021,6,20,21.871438,3,"2021-3"
6290,2021,6,21,21.750191,3,"2021-3"
6290.5,2021,6,21,21.615382,3,"2021-3"
6291,2021,6,22,21.46107,3,"2021-3"
6291.5,2021,6,22,21.282516,3,"2021-3"
6292,2021,6,23,21.076684,3,"2021-3"
6292.5,2021,6,23,20.842542,3,"2021-3"
6293,2021,6,24,20.581111,3,"2021-3"
6293.5,2021,6,24,20.295306,3,"2021-3"
6294,2021,6,25,19.989561,3,"2021-3"
6294.5,2021,6,25,19.669344,3,"2021-3"
6295,2021,6,26,19.340607,3,"2021-3"
6295.5,2021,6,26,19.009271,3,"2021-3"
6296,2021,6,27,18.680817,3,"2021-3"
6296.5,2021,6,27,18.360036,3,"2021-3"
6297,2021,6,28,18.050957,3,"2021-3"
6297.5,2021,6,28,17.756975,3,"2021-3"
6298,2021,6,29,17.481114,3,"2021-3"
6298.5,2021,6,29,17.226382,3,"2021-3"
6299,2021,6,30,16.996131,3,"2021-3"
6299.5,2021,6,30,16.794355,3,"2021-3"
6300,2021,7,1,16.625827,3,"2021-3"
6300.5,2021,7,1,16.496043,3,"2021-3"
6301,2021,7,2,16.410945,3,"2021-3"
6301.5,2021,7,2,16.376414,3,"2021-3"
6302,2021,7,3,16.397596,3,"2021-3"
6302.5,2021,7,3,16.478113,3,"2021-3"
6303,2021,7,4,16.619261,3,"2021-3"
6303.5,2021,7,4,16.819283,3,"2021-3"
6304,2021,7,5,17.072833,3,"2021-3"
6304.5,2021,7,5,17.370708,3,"2021-3"
6305,2021,7,6,17.699912,3,"2021-3"
6305.5,2021,7,6,18.044095,3,"2021-3"
6306,2021,7,7,18.384351,3,"2021-3"
6306.5,2021,7,7,18.700333,3,"2021-3"
6307,2021,7,8,18.971616,3,"2021-3"
6307.5,2021,7,8,19.179178,3,"2021-3"
6308,2021,7,9,19.306889,3,"2021-3"
6308.5,2021,7,9,19.34287,3,"2021-3"
6309,2021,7,10,19.280582,3,"2021-3"
6309.5,2021,7,10,19.11956,3,"2021-3"
6310,2021,7,11,18.865695,3,"2021-3"
6310.5,2021,7,11,18.531049,3,"2021-3"
6311,2021,7,12,18.133197,3,"2021-3"
6311.5,2021,7,12,17.69414,3,"2021-3"
6312,2021,7,13,17.238884,3,"2021-3"
6312.5,2021,7,13,16.793779,3,"2021-3"
6313,2021,7,14,16.384758,3,"2021-3"
6313.5,2021,7,14,16.035606,3,"2021-3"
6314,2021,7,15,15.766383,3,"2021-3"
6314.5,2021,7,15,15.592127,3,"2021-3"
6315,2021,7,16,15.521921,3,"2021-3"
6315.5,2021,7,16,15.558386,3,"2021-3"
6316,2021,7,17,15.697621,3,"2021-3"
6316.5,2021,7,17,15.929582,3,"2021-3"
6317,2021,7,18,16.238861,3,"2021-3"
6317.5,2021,7,18,16.605766,3,"2021-3"
6318,2021,7,19,17.007648,3,"2021-3"
6318.5,2021,7,19,17.420336,3,"2021-3"
6319,2021,7,20,17.819615,3,"2021-3"
6319.5,2021,7,20,18.182632,3,"2021-3"
6320,2021,7,21,18.489171,3,"2021-3"
6320.5,2021,7,21,18.722746,3,"2021-3"
6321,2021,7,22,18.87145,3,"2021-3"
6321.5,2021,7,22,18.928561,3,"2021-3"
6322,2021,7,23,18.892879,3,"2021-3"
6322.5,2021,7,23,18.76877,3,"2021-3"
6323,2021,7,24,18.565944,3,"2021-3"
6323.5,2021,7,24,18.298921,3,"2021-3"
6324,2021,7,25,17.986234,3,"2021-3"
6324.5,2021,7,25,17.649348,3,"2021-3"
6325,2021,7,26,17.311364,3,"2021-3"
6325.5,2021,7,26,16.995548,3,"2021-3"
6326,2021,7,27,16.723796,3,"2021-3"
6326.5,2021,7,27,16.515131,3,"2021-3"
6327,2021,7,28,16.384369,3,"2021-3"
6327.5,2021,7,28,16.341068,3,"2021-3"
6328,2021,7,29,16.388878,3,"2021-3"
6328.5,2021,7,29,16.525346,3,"2021-3"
6329,2021,7,30,16.742207,3,"2021-3"
6329.5,2021,7,30,17.026128,3,"2021-3"
6330,2021,7,31,17.359831,3,"2021-3"
6330.5,2021,7,31,17.723455,3,"2021-3"
6331,2021,8,1,18.096037,4,"2021-4"
6331.5,2021,8,1,18.456938,4,"2021-4"
6332,2021,8,2,18.787111,4,"2021-4"
6332.5,2021,8,2,19.070082,4,"2021-4"
6333,2021,8,3,19.292624,4,"2021-4"
6333.5,2021,8,3,19.44508,4,"2021-4"
6334,2021,8,4,19.521405,4,"2021-4"
6334.5,2021,8,4,19.518957,4,"2021-4"
6335,2021,8,5,19.438147,4,"2021-4"
6335.5,2021,8,5,19.282004,4,"2021-4"
6336,2021,8,6,19.055745,4,"2021-4"
6336.5,2021,8,6,18.766401,4,"2021-4"
6337,2021,8,7,18.422515,4,"2021-4"
6337.5,2021,8,7,18.033932,4,"2021-4"
6338,2021,8,8,17.611649,4,"2021-4"
6338.5,2021,8,8,17.167698,4,"2021-4"
6339,2021,8,9,16.715012,4,"2021-4"
6339.5,2021,8,9,16.267237,4,"2021-4"
6340,2021,8,10,15.838445,4,"2021-4"
6340.5,2021,8,10,15.442731,4,"2021-4"
6341,2021,8,11,15.093692,4,"2021-4"
6341.5,2021,8,11,14.803806,4,"2021-4"
6342,2021,8,12,14.583752,4,"2021-4"
6342.5,2021,8,12,14.441715,4,"2021-4"
6343,2021,8,13,14.382758,4,"2021-4"
6343.5,2021,8,13,14.408315,4,"2021-4"
6344,2021,8,14,14.515885,4,"2021-4"
6344.5,2021,8,14,14.698953,4,"2021-4"
6345,2021,8,15,14.947204,4,"2021-4"
6345.5,2021,8,15,15.247003,4,"2021-4"
6346,2021,8,16,15.582131,4,"2021-4"
6346.5,2021,8,16,15.934734,4,"2021-4"
6347,2021,8,17,16.286391,4,"2021-4"
6347.5,2021,8,17,16.61922,4,"2021-4"
6348,2021,8,18,16.916927,4,"2021-4"
6348.5,2021,8,18,17.165695,4,"2021-4"
6349,2021,8,19,17.35485,4,"2021-4"
6349.5,2021,8,19,17.477259,4,"2021-4"
6350,2021,8,20,17.529436,4,"2021-4"
6350.5,2021,8,20,17.511397,4,"2021-4"
6351,2021,8,21,17.426295,4,"2021-4"
6351.5,2021,8,21,17.279905,4,"2021-4"
6352,2021,8,22,17.080036,4,"2021-4"
6352.5,2021,8,22,16.835933,4,"2021-4"
6353,2021,8,23,16.557726,4,"2021-4"
6353.5,2021,8,23,16.255954,4,"2021-4"
6354,2021,8,24,15.941195,4,"2021-4"
6354.5,2021,8,24,15.623785,4,"2021-4"
6355,2021,8,25,15.313614,4,"2021-4"
6355.5,2021,8,25,15.019982,4,"2021-4"
6356,2021,8,26,14.751479,4,"2021-4"
6356.5,2021,8,26,14.51589,4,"2021-4"
6357,2021,8,27,14.320086,4,"2021-4"
6357.5,2021,8,27,14.169922,4,"2021-4"
6358,2021,8,28,14.070118,4,"2021-4"
6358.5,2021,8,28,14.024141,4,"2021-4"
6359,2021,8,29,14.034081,4,"2021-4"
6359.5,2021,8,29,14.100546,4,"2021-4"
6360,2021,8,30,14.22256,4,"2021-4"
6360.5,2021,8,30,14.397505,4,"2021-4"
6361,2021,8,31,14.621095,4,"2021-4"
6361.5,2021,8,31,14.887409,4,"2021-4"
6362,2021,9,1,15.188989,4,"2021-4"
6362.5,2021,9,1,15.517007,4,"2021-4"
6363,2021,9,2,15.861515,4,"2021-4"
6363.5,2021,9,2,16.211763,4,"2021-4"
6364,2021,9,3,16.556587,4,"2021-4"
6364.5,2021,9,3,16.884858,4,"2021-4"
6365,2021,9,4,17.18598,4,"2021-4"
6365.5,2021,9,4,17.450419,4,"2021-4"
6366,2021,9,5,17.670256,4,"2021-4"
6366.5,2021,9,5,17.839724,4,"2021-4"
6367,2021,9,6,17.955709,4,"2021-4"
6367.5,2021,9,6,18.018141,4,"2021-4"
6368,2021,9,7,18.030238,4,"2021-4"
6368.5,2021,9,7,17.998527,4,"2021-4"
6369,2021,9,8,17.932599,4,"2021-4"
6369.5,2021,9,8,17.844568,4,"2021-4"
6370,2021,9,9,17.748238,4,"2021-4"
6370.5,2021,9,9,17.658042,4,"2021-4"
6371,2021,9,10,17.587832,4,"2021-4"
6371.5,2021,9,10,17.549657,4,"2021-4"
6372,2021,9,11,17.552652,4,"2021-4"
6372.5,2021,9,11,17.60217,4,"2021-4"
6373,2021,9,12,17.699273,4,"2021-4"
6373.5,2021,9,12,17.840616,4,"2021-4"
6374,2021,9,13,18.018765,4,"2021-4"
6374.5,2021,9,13,18.222861,4,"2021-4"
6375,2021,9,14,18.439589,4,"2021-4"
6375.5,2021,9,14,18.654274,4,"2021-4"
6376,2021,9,15,18.852026,4,"2021-4"
6376.5,2021,9,15,19.01877,4,"2021-4"
6377,2021,9,16,19.142092,4,"2021-4"
6377.5,2021,9,16,19.211849,4,"2021-4"
6378,2021,9,17,19.220521,4,"2021-4"
6378.5,2021,9,17,19.163352,4,"2021-4"
6379,2021,9,18,19.038325,4,"2021-4"
6379.5,2021,9,18,18.846043,4,"2021-4"
6380,2021,9,19,18.589585,4,"2021-4"
6380.5,2021,9,19,18.274382,4,"2021-4"
6381,2021,9,20,17.908137,4,"2021-4"
6381.5,2021,9,20,17.500783,4,"2021-4"
6382,2021,9,21,17.064436,4,"2021-4"
6382.5,2021,9,21,16.613295,4,"2021-4"
6383,2021,9,22,16.163414,4,"2021-4"
6383.5,2021,9,22,15.732302,4,"2021-4"
6384,2021,9,23,15.338292,4,"2021-4"
6384.5,2021,9,23,14.999703,4,"2021-4"
6385,2021,9,24,14.733807,4,"2021-4"
6385.5,2021,9,24,14.555675,4,"2021-4"
6386,2021,9,25,14.477033,4,"2021-4"
6386.5,2021,9,25,14.505208,4,"2021-4"
6387,2021,9,26,14.642339,4,"2021-4"
6387.5,2021,9,26,14.88493,4,"2021-4"
6388,2021,9,27,15.223841,4,"2021-4"
6388.5,2021,9,27,15.644752,4,"2021-4"
6389,2021,9,28,16.129076,4,"2021-4"
6389.5,2021,9,28,16.655245,4,"2021-4"
6390,2021,9,29,17.200258,4,"2021-4"
6390.5,2021,9,29,17.741327,4,"2021-4"
6391,2021,9,30,18.257475,4,"2021-4"
6391.5,2021,9,30,18.730911,4,"2021-4"
6392,2021,10,1,19.14808,4,"2021-4"
6392.5,2021,10,1,19.500278,4,"2021-4"
6393,2021,10,2,19.783815,4,"2021-4"
6393.5,2021,10,2,19.999721,4,"2021-4"
6394,2021,10,3,20.153051,4,"2021-4"
6394.5,2021,10,3,20.251867,4,"2021-4"
6395,2021,10,4,20.306011,4,"2021-4"
6395.5,2021,10,4,20.325771,4,"2021-4"
6396,2021,10,5,20.32057,4,"2021-4"
6396.5,2021,10,5,20.297778,4,"2021-4"
6397,2021,10,6,20.261754,4,"2021-4"
6397.5,2021,10,6,20.213189,4,"2021-4"
6398,2021,10,7,20.148818,4,"2021-4"
6398.5,2021,10,7,20.061525,4,"2021-4"
6399,2021,10,8,19.940856,4,"2021-4"
6399.5,2021,10,8,19.773922,4,"2021-4"
6400,2021,10,9,19.546637,4,"2021-4"
6400.5,2021,10,9,19.245232,4,"2021-4"
6401,2021,10,10,18.857942,4,"2021-4"
6401.5,2021,10,10,18.376729,4,"2021-4"
6402,2021,10,11,17.798923,4,"2021-4"
6402.5,2021,10,11,17.128599,4,"2021-4"
6403,2021,10,12,16.377553,4,"2021-4"
6403.5,2021,10,12,15.56572,4,"2021-4"
6404,2021,10,13,14.720948,4,"2021-4"
6404.5,2021,10,13,13.878046,4,"2021-4"
6405,2021,10,14,13.077131,4,"2021-4"
6405.5,2021,10,14,12.361338,4,"2021-4"
6406,2021,10,15,11.774044,4,"2021-4"
6406.5,2021,10,15,11.355788,4,"2021-4"
6407,2021,10,16,11.141156,4,"2021-4"
6407.5,2021,10,16,11.155867,4,"2021-4"
6408,2021,10,17,11.414327,4,"2021-4"
6408.5,2021,10,17,11.917879,4,"2021-4"
6409,2021,10,18,12.653913,4,"2021-4"
6409.5,2021,10,18,13.59596,4,"2021-4"
6410,2021,10,19,14.704766,4,"2021-4"
6410.5,2021,10,19,15.930328,4,"2021-4"
6411,2021,10,20,17.214725,4,"2021-4"
6411.5,2021,10,20,18.495576,4,"2021-4"
6412,2021,10,21,19.709854,4,"2021-4"
6412.5,2021,10,21,20.797793,4,"2021-4"
6413,2021,10,22,21.706611,4,"2021-4"
6413.5,2021,10,22,22.393775,4,"2021-4"
6414,2021,10,23,22.829587,4,"2021-4"
6414.5,2021,10,23,22.998927,4,"2021-4"
6415,2021,10,24,22.902029,4,"2021-4"
6415.5,2021,10,24,22.55426,4,"2021-4"
6416,2021,10,25,21.984922,4,"2021-4"
6416.5,2021,10,25,21.235166,4,"2021-4"
6417,2021,10,26,20.355167,4,"2021-4"
6417.5,2021,10,26,19.40074,4,"2021-4"
6418,2021,10,27,18.429627,4,"2021-4"
6418.5,2021,10,27,17.497703,4,"2021-4"
6419,2021,10,28,16.655345,4,"2021-4"
6419.5,2021,10,28,15.944204,4,"2021-4"
6420,2021,10,29,15.394607,4,"2021-4"
6420.5,2021,10,29,15.023757,4,"2021-4"
6421,2021,10,30,14.83485,4,"2021-4"
6421.5,2021,10,30,14.817176,4,"2021-4"
6422,2021,10,31,14.9472,4,"2021-4"
6422.5,2021,10,31,15.190539,4,"2021-4"
6423,2021,11,1,15.504713,4,"2021-4"
6423.5,2021,11,1,15.842468,4,"2021-4"
6424,2021,11,2,16.155446,4,"2021-4"
6424.5,2021,11,2,16.397938,4,"2021-4"
6425,2021,11,3,16.530443,4,"2021-4"
6425.5,2021,11,3,16.522767,4,"2021-4"
6426,2021,11,4,16.356427,4,"2021-4"
6426.5,2021,11,4,16.02616,4,"2021-4"
6427,2021,11,5,15.540431,4,"2021-4"
6427.5,2021,11,5,14.920867,4,"2021-4"
6428,2021,11,6,14.200699,4,"2021-4"
6428.5,2021,11,6,13.422304,4,"2021-4"
6429,2021,11,7,12.634092,4,"2021-4"
6429.5,2021,11,7,11.886977,4,"2021-4"
6430,2021,11,8,11.230742,4,"2021-4"
6430.5,2021,11,8,10.710617,4,"2021-4"
6431,2021,11,9,10.364305,4,"2021-4"
6431.5,2021,11,9,10.219715,4,"2021-4"
6432,2021,11,10,10.293498,4,"2021-4"
6432.5,2021,11,10,10.590461,4,"2021-4"
6433,2021,11,11,11.103788,4,"2021-4"
6433.5,2021,11,11,11.815976,4,"2021-4"
6434,2021,11,12,12.70029,4,"2021-4"
6434.5,2021,11,12,13.722552,4,"2021-4"
6435,2021,11,13,14.843072,4,"2021-4"
6435.5,2021,11,13,16.018562,4,"2021-4"
6436,2021,11,14,17.203934,4,"2021-4"
6436.5,2021,11,14,18.353926,4,"2021-4"
6437,2021,11,15,19.424587,4,"2021-4"
6437.5,2021,11,15,20.374655,4,"2021-4"
6438,2021,11,16,21.166918,4,"2021-4"
6438.5,2021,11,16,21.769601,4,"2021-4"
6439,2021,11,17,22.157805,4,"2021-4"
6439.5,2021,11,17,22.314961,4,"2021-4"
6440,2021,11,18,22.234192,4,"2021-4"
6440.5,2021,11,18,21.919435,4,"2021-4"
6441,2021,11,19,21.386127,4,"2021-4"
6441.5,2021,11,19,20.661277,4,"2021-4"
6442,2021,11,20,19.78277,4,"2021-4"
6442.5,2021,11,20,18.797824,4,"2021-4"
6443,2021,11,21,17.760611,4,"2021-4"
6443.5,2021,11,21,16.729164,4,"2021-4"
6444,2021,11,22,15.76177,4,"2021-4"
6444.5,2021,11,22,14.913135,4,"2021-4"
6445,2021,11,23,14.230655,4,"2021-4"
6445.5,2021,11,23,13.751126,4,"2021-4"
6446,2021,11,24,13.4982,4,"2021-4"
6446.5,2021,11,24,13.480839,4,"2021-4"
6447,2021,11,25,13.692912,4,"2021-4"
6447.5,2021,11,25,14.113991,4,"2021-4"
6448,2021,11,26,14.711248,4,"2021-4"
6448.5,2021,11,26,15.442295,4,"2021-4"
6449,2021,11,27,16.258678,4,"2021-4"
6449.5,2021,11,27,17.109697,4,"2021-4"
6450,2021,11,28,17.946212,4,"2021-4"
6450.5,2021,11,28,18.724092,4,"2021-4"
6451,2021,11,29,19.407025,4,"2021-4"
6451.5,2021,11,29,19.9685,4,"2021-4"
6452,2021,11,30,20.392836,4,"2021-4"
6452.5,2021,11,30,20.675256,4,"2021-4"
6453,2021,12,1,20.821084,5,"2021-5"
6453.5,2021,12,1,20.844222,5,"2021-5"
6454,2021,12,2,20.765105,5,"2021-5"
6454.5,2021,12,2,20.608367,5,"2021-5"
6455,2021,12,3,20.400464,5,"2021-5"
6455.5,2021,12,3,20.167444,5,"2021-5"
6456,2021,12,4,19.933062,5,"2021-5"
6456.5,2021,12,4,19.717333,5,"2021-5"
6457,2021,12,5,19.535612,5,"2021-5"
6457.5,2021,12,5,19.398171,5,"2021-5"
6458,2021,12,6,19.310249,5,"2021-5"
6458.5,2021,12,6,19.272474,5,"2021-5"
6459,2021,12,7,19.281541,5,"2021-5"
6459.5,2021,12,7,19.331042,5,"2021-5"
6460,2021,12,8,19.412341,5,"2021-5"
6460.5,2021,12,8,19.515387,5,"2021-5"
6461,2021,12,9,19.629443,5,"2021-5"
6461.5,2021,12,9,19.743658,5,"2021-5"
6462,2021,12,10,19.847499,5,"2021-5"
6462.5,2021,12,10,19.931052,5,"2021-5"
6463,2021,12,11,19.98522,5,"2021-5"
6463.5,2021,12,11,20.001854,5,"2021-5"
6464,2021,12,12,19.973865,5,"2021-5"
6464.5,2021,12,12,19.895355,5,"2021-5"
6465,2021,12,13,19.761781,5,"2021-5"
6465.5,2021,12,13,19.570177,5,"2021-5"
6466,2021,12,14,19.319414,5,"2021-5"
6466.5,2021,12,14,19.010474,5,"2021-5"
6467,2021,12,15,18.646699,5,"2021-5"
6467.5,2021,12,15,18.233954,5,"2021-5"
6468,2021,12,16,17.78065,5,"2021-5"
6468.5,2021,12,16,17.297567,5,"2021-5"
6469,2021,12,17,16.79745,5,"2021-5"
6469.5,2021,12,17,16.294355,5,"2021-5"
6470,2021,12,18,15.802777,5,"2021-5"
6470.5,2021,12,18,15.336609,5,"2021-5"
6471,2021,12,19,14.908016,5,"2021-5"
6471.5,2021,12,19,14.52634,5,"2021-5"
6472,2021,12,20,14.197142,5,"2021-5"
6472.5,2021,12,20,13.921503,5,"2021-5"
6473,2021,12,21,13.695679,5,"2021-5"
6473.5,2021,12,21,13.511189,5,"2021-5"
6474,2021,12,22,13.355357,5,"2021-5"
6474.5,2021,12,22,13.212301,5,"2021-5"
6475,2021,12,23,13.064311,5,"2021-5"
6475.5,2021,12,23,12.893497,5,"2021-5"
6476,2021,12,24,12.683565,5,"2021-5"
6476.5,2021,12,24,12.421554,5,"2021-5"
6477,2021,12,25,12.099349,5,"2021-5"
6477.5,2021,12,25,11.714805,5,"2021-5"
6478,2021,12,26,11.272364,5,"2021-5"
6478.5,2021,12,26,10.78306,5,"2021-5"
6479,2021,12,27,10.263917,5,"2021-5"
6479.5,2021,12,27,9.7367624,5,"2021-5"
6480,2021,12,28,9.2265832,5,"2021-5"
6480.5,2021,12,28,8.7595626,5,"2021-5"
6481,2021,12,29,8.3609982,5,"2021-5"
6481.5,2021,12,29,8.053288,5,"2021-5"
6482,2021,12,30,7.8541711,5,"2021-5"
6482.5,2021,12,30,7.7753715,5,"2021-5"
6483,2021,12,31,7.8217535,5,"2021-5"
6483.5,2021,12,31,7.9910383,5,"2021-5"
6484,2022,1,1,8.2740775,2,"2022-2"
6484.5,2022,1,1,8.6556244,2,"2022-2"
6485,2022,1,2,9.1154998,2,"2022-2"
6485.5,2022,1,2,9.6300179,2,"2022-2"
6486,2022,1,3,10.173527,2,"2022-2"
6486.5,2022,1,3,10.719923,2,"2022-2"
6487,2022,1,4,11.244018,2,"2022-2"
6487.5,2022,1,4,11.72268,2,"2022-2"
6488,2022,1,5,12.135704,2,"2022-2"
6488.5,2022,1,5,12.466412,2,"2022-2"
6489,2022,1,6,12.702006,2,"2022-2"
6489.5,2022,1,6,12.833748,2,"2022-2"
6490,2022,1,7,12.856995,2,"2022-2"
6490.5,2022,1,7,12.771168,2,"2022-2"
6491,2022,1,8,12.579658,2,"2022-2"
6491.5,2022,1,8,12.289708,2,"2022-2"
6492,2022,1,9,11.912222,2,"2022-2"
6492.5,2022,1,9,11.461499,2,"2022-2"
6493,2022,1,10,10.954829,2,"2022-2"
6493.5,2022,1,10,10.411939,2,"2022-2"
6494,2022,1,11,9.8542674,2,"2022-2"
6494.5,2022,1,11,9.3040623,2,"2022-2"
6495,2022,1,12,8.7833656,2,"2022-2"
6495.5,2022,1,12,8.3129238,2,"2022-2"
6496,2022,1,13,7.9111183,2,"2022-2"
6496.5,2022,1,13,7.5930015,2,"2022-2"
6497,2022,1,14,7.3695267,2,"2022-2"
6497.5,2022,1,14,7.2470449,2,"2022-2"
6498,2022,1,15,7.2271153,2,"2022-2"
6498.5,2022,1,15,7.3066462,2,"2022-2"
6499,2022,1,16,7.4783457,2,"2022-2"
6499.5,2022,1,16,7.7314305,2,"2022-2"
6500,2022,1,17,8.0525129,2,"2022-2"
6500.5,2022,1,17,8.4265743,2,"2022-2"
6501,2022,1,18,8.8379278,2,"2022-2"
6501.5,2022,1,18,9.2710855,2,"2022-2"
6502,2022,1,19,9.7114611,2,"2022-2"
6502.5,2022,1,19,10.145865,2,"2022-2"
6503,2022,1,20,10.562768,2,"2022-2"
6503.5,2022,1,20,10.952348,2,"2022-2"
6504,2022,1,21,11.306333,2,"2022-2"
6504.5,2022,1,21,11.617712,2,"2022-2"
6505,2022,1,22,11.880378,2,"2022-2"
6505.5,2022,1,22,12.0888,2,"2022-2"
6506,2022,1,23,12.237817,2,"2022-2"
6506.5,2022,1,23,12.322638,2,"2022-2"
6507,2022,1,24,12.339109,2,"2022-2"
6507.5,2022,1,24,12.284229,2,"2022-2"
6508,2022,1,25,12.156896,2,"2022-2"
6508.5,2022,1,25,11.958739,2,"2022-2"
6509,2022,1,26,11.694906,2,"2022-2"
6509.5,2022,1,26,11.374635,2,"2022-2"
6510,2022,1,27,11.011443,2,"2022-2"
6510.5,2022,1,27,10.622832,2,"2022-2"
6511,2022,1,28,10.229461,2,"2022-2"
6511.5,2022,1,28,9.8538329,2,"2022-2"
6512,2022,1,29,9.5185905,2,"2022-2"
6512.5,2022,1,29,9.244628,2,"2022-2"
6513,2022,1,30,9.0492167,2,"2022-2"
6513.5,2022,1,30,8.9443806,2,"2022-2"
6514,2022,1,31,8.9357185,2,"2022-2"
6514.5,2022,1,31,9.0218236,2,"2022-2"
6515,2022,2,1,9.1943773,2,"2022-2"
6515.5,2022,2,1,9.4389177,2,"2022-2"
6516,2022,2,2,9.7362054,2,"2022-2"
6516.5,2022,2,2,10.064044,2,"2022-2"
6517,2022,2,3,10.399368,2,"2022-2"
6517.5,2022,2,3,10.72037,2,"2022-2"
6518,2022,2,4,11.008471,2,"2022-2"
6518.5,2022,2,4,11.249907,2,"2022-2"
6519,2022,2,5,11.436807,2,"2022-2"
6519.5,2022,2,5,11.567658,2,"2022-2"
6520,2022,2,6,11.647131,2,"2022-2"
6520.5,2022,2,6,11.685344,2,"2022-2"
6521,2022,2,7,11.696637,2,"2022-2"
6521.5,2022,2,7,11.698053,2,"2022-2"
6522,2022,2,8,11.707665,2,"2022-2"
6522.5,2022,2,8,11.742961,2,"2022-2"
6523,2022,2,9,11.819402,2,"2022-2"
